19:02:52.223 [graviteeio-node] [] INFO  i.g.p.c.internal.PluginRegistryImpl - A plugin manifest has been loaded from: /opt/graviteeio-gateway/plugins/.work/gravitee-policy-ssl-enforcement-1.2.0/gravitee-policy-ssl-enforcement-1.2.0.jar
19:02:52.224 [graviteeio-node] [] INFO  i.g.p.c.internal.PluginRegistryImpl - Loading plugin from /opt/graviteeio-gateway/plugins/gravitee-policy-xml-json-1.7.0.zip
19:02:52.229 [graviteeio-node] [] INFO  i.g.p.c.internal.PluginRegistryImpl - A plugin manifest has been loaded from: /opt/graviteeio-gateway/plugins/.work/gravitee-policy-xml-json-1.7.0/gravitee-policy-xml-json-1.7.0.jar
19:02:52.230 [graviteeio-node] [] INFO  i.g.p.c.internal.PluginRegistryImpl - Loading plugin from /opt/graviteeio-gateway/plugins/gravitee-cockpit-connectors-ws-1.0.0.zip
19:02:52.237 [graviteeio-node] [] INFO  i.g.p.c.internal.PluginRegistryImpl - A plugin manifest has been loaded from: /opt/graviteeio-gateway/plugins/.work/gravitee-cockpit-connectors-ws-1.0.0/gravitee-cockpit-connectors-ws-1.0.0.jar
19:02:52.238 [graviteeio-node] [] INFO  i.g.p.c.internal.PluginRegistryImpl - Loading plugin from /opt/graviteeio-gateway/plugins/gravitee-policy-json-threat-protection-1.2.0.zip
19:02:52.242 [graviteeio-node] [] INFO  i.g.p.c.internal.PluginRegistryImpl - A plugin manifest has been loaded from: /opt/graviteeio-gateway/plugins/.work/gravitee-policy-json-threat-protection-1.2.0/gravitee-policy-json-threat-protection-1.2.0.jar
19:02:52.243 [graviteeio-node] [] INFO  i.g.p.c.internal.PluginRegistryImpl - Loading plugin from /opt/graviteeio-gateway/plugins/gravitee-policy-request-content-limit-1.7.0.zip
19:02:52.252 [graviteeio-node] [] INFO  i.g.p.c.internal.PluginRegistryImpl - A plugin manifest has been loaded from: /opt/graviteeio-gateway/plugins/.work/gravitee-policy-request-content-limit-1.7.0/gravitee-policy-request-content-limit-1.7.0.jar
19:02:52.253 [graviteeio-node] [] INFO  i.g.p.c.internal.PluginRegistryImpl - Loading plugin from /opt/graviteeio-gateway/plugins/gravitee-gateway-services-localregistry-3.6.0.zip
19:02:52.256 [graviteeio-node] [] INFO  i.g.p.c.internal.PluginRegistryImpl - A plugin manifest has been loaded from: /opt/graviteeio-gateway/plugins/.work/gravitee-gateway-services-localregistry-3.6.0/gravitee-gateway-services-localregistry-3.6.0.jar
19:02:52.256 [graviteeio-node] [] INFO  i.g.p.c.internal.PluginRegistryImpl - Loading plugin from /opt/graviteeio-gateway/plugins/gravitee-node-services-monitoring-1.10.0.zip
19:02:52.301 [graviteeio-node] [] INFO  i.g.p.c.internal.PluginRegistryImpl - A plugin manifest has been loaded from: /opt/graviteeio-gateway/plugins/.work/gravitee-node-services-monitoring-1.10.0/gravitee-node-services-monitoring-1.10.0.jar
19:02:52.302 [graviteeio-node] [] INFO  i.g.p.c.internal.PluginRegistryImpl - Loading plugin from /opt/graviteeio-gateway/plugins/gravitee-policy-xslt-1.6.0.zip
19:02:52.531 [graviteeio-node] [] INFO  i.g.p.c.internal.PluginRegistryImpl - A plugin manifest has been loaded from: /opt/graviteeio-gateway/plugins/.work/gravitee-policy-xslt-1.6.0/gravitee-policy-xslt-1.6.0.jar
19:02:52.534 [graviteeio-node] [] INFO  i.g.p.c.internal.PluginRegistryImpl - Loading plugin from /opt/graviteeio-gateway/plugins/gravitee-policy-openid-connect-userinfo-1.4.0.zip
